input_text,reply_text
enable the fan,sure! activating the fan.
disable the phone charger,"okay, deactivating the phone charger."
turn on the hydroponic farm motor,"done, hydroponic farm motor is now on."
deactivate the phone charger,"done, phone charger is off."
power down the dim light,"okay, deactivating the dim light."
switch on the refrigerator,sure! activating the refrigerator.
switch off the phone charger,"okay, deactivating the phone charger."
start the curtain,sure! activating the curtain.
start the phone charger,okay turning on the phone charger.
enable the cctv camera,sure! activating the cctv camera.
start the light,okay turning on the light.
power on the cctv camera,okay turning on the cctv camera.
enable the door sensor,"done, door sensor is now on."
turn on the refrigerator,"done, refrigerator is now on."
stop the cctv camera,"done, cctv camera is off."
turn on the fan,okay turning on the fan.
turn on the refrigerator,okay turning on the refrigerator.
start the curtain,"done, curtain is now on."
start the door sensor,sure! activating the door sensor.
enable the hydroponic farm motor,"done, hydroponic farm motor is now on."
disable the door sensor,"done, door sensor is off."
activate the phone charger,"done, phone charger is now on."
power on the dim light,"done, dim light is now on."
power on the door sensor,sure! activating the door sensor.
power on the refrigerator,okay turning on the refrigerator.
power down the dim light,"okay, deactivating the dim light."
activate the aquarium filter,okay turning on the aquarium filter.
stop the fan,turning off the fan.
activate the fan,"done, fan is now on."
power on the dim light,okay turning on the dim light.
power down the cctv camera,turning off the cctv camera.
turn off the curtain,"okay, deactivating the curtain."
deactivate the phone charger,"okay, deactivating the phone charger."
power down the door sensor,"okay, deactivating the door sensor."
power down the aquarium filter,"okay, deactivating the aquarium filter."
power on the fan,"done, fan is now on."
disable the cctv camera,turning off the cctv camera.
power on the aquarium filter,"done, aquarium filter is now on."
enable the curtain,sure! activating the curtain.
switch on the curtain,okay turning on the curtain.
turn off the fan,turning off the fan.
enable the phone charger,"done, phone charger is now on."
turn off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
stop the cctv camera,"okay, deactivating the cctv camera."
start the light,okay turning on the light.
start the door sensor,"done, door sensor is now on."
disable the curtain,"okay, deactivating the curtain."
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
turn off the fan,"done, fan is off."
disable the aquarium filter,turning off the aquarium filter.
stop the phone charger,turning off the phone charger.
stop the curtain,"okay, deactivating the curtain."
start the door sensor,sure! activating the door sensor.
power down the door sensor,turning off the door sensor.
start the refrigerator,sure! activating the refrigerator.
enable the cctv camera,"done, cctv camera is now on."
stop the dim light,turning off the dim light.
deactivate the refrigerator,"okay, deactivating the refrigerator."
enable the refrigerator,"done, refrigerator is now on."
enable the fan,sure! activating the fan.
switch off the curtain,"done, curtain is off."
switch off the curtain,"okay, deactivating the curtain."
disable the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
enable the door sensor,okay turning on the door sensor.
start the hydroponic farm motor,okay turning on the hydroponic farm motor.
power on the curtain,okay turning on the curtain.
appreciate it,anytime!
disable the door sensor,turning off the door sensor.
switch off the refrigerator,turning off the refrigerator.
stop the door sensor,"done, door sensor is off."
power down the hydroponic farm motor,turning off the hydroponic farm motor.
turn off the dim light,"okay, deactivating the dim light."
enable the hydroponic farm motor,"done, hydroponic farm motor is now on."
turn on the fan,okay turning on the fan.
power on the fan,okay turning on the fan.
turn on the light,okay turning on the light.
switch on the curtain,sure! activating the curtain.
start the cctv camera,okay turning on the cctv camera.
start the door sensor,"done, door sensor is now on."
disable the refrigerator,"okay, deactivating the refrigerator."
switch off the fan,turning off the fan.
disable the refrigerator,"done, refrigerator is off."
switch off the door sensor,"done, door sensor is off."
enable the light,sure! activating the light.
deactivate the curtain,"okay, deactivating the curtain."
stop the refrigerator,"okay, deactivating the refrigerator."
switch off the refrigerator,"done, refrigerator is off."
stop the curtain,"done, curtain is off."
start the light,sure! activating the light.
switch on the phone charger,sure! activating the phone charger.
turn on the light,"done, light is now on."
disable the fan,"done, fan is off."
deactivate the aquarium filter,"okay, deactivating the aquarium filter."
turn off the dim light,turning off the dim light.
power down the door sensor,"okay, deactivating the door sensor."
switch off the light,"done, light is off."
activate the door sensor,sure! activating the door sensor.
enable the phone charger,sure! activating the phone charger.
power down the refrigerator,"done, refrigerator is off."
switch off the light,"okay, deactivating the light."
turn off the refrigerator,"okay, deactivating the refrigerator."
turn off the aquarium filter,"done, aquarium filter is off."
enable the light,sure! activating the light.
switch off the door sensor,"done, door sensor is off."
enable the hydroponic farm motor,okay turning on the hydroponic farm motor.
turn off the hydroponic farm motor,"done, hydroponic farm motor is off."
deactivate the cctv camera,"done, cctv camera is off."
enable the hydroponic farm motor,okay turning on the hydroponic farm motor.
switch on the curtain,okay turning on the curtain.
switch off the aquarium filter,"okay, deactivating the aquarium filter."
turn on the light,okay turning on the light.
switch on the door sensor,okay turning on the door sensor.
turn on the cctv camera,"done, cctv camera is now on."
power on the cctv camera,okay turning on the cctv camera.
turn on the cctv camera,okay turning on the cctv camera.
enable the dim light,"done, dim light is now on."
stop the curtain,"done, curtain is off."
activate the dim light,"done, dim light is now on."
stop the fan,"okay, deactivating the fan."
stop the phone charger,"done, phone charger is off."
activate the refrigerator,okay turning on the refrigerator.
enable the light,"done, light is now on."
stop the cctv camera,"done, cctv camera is off."
turn on the aquarium filter,"done, aquarium filter is now on."
start the dim light,okay turning on the dim light.
turn off the phone charger,turning off the phone charger.
turn off the phone charger,"done, phone charger is off."
enable the hydroponic farm motor,sure! activating the hydroponic farm motor.
power on the dim light,okay turning on the dim light.
stop the aquarium filter,"okay, deactivating the aquarium filter."
power on the cctv camera,sure! activating the cctv camera.
turn off the refrigerator,"done, refrigerator is off."
activate the refrigerator,okay turning on the refrigerator.
activate the light,"done, light is now on."
start the curtain,sure! activating the curtain.
power on the aquarium filter,okay turning on the aquarium filter.
deactivate the phone charger,turning off the phone charger.
switch on the door sensor,"done, door sensor is now on."
stop the door sensor,"okay, deactivating the door sensor."
disable the phone charger,"done, phone charger is off."
deactivate the light,turning off the light.
turn off the phone charger,"done, phone charger is off."
power down the phone charger,"okay, deactivating the phone charger."
power on the aquarium filter,"done, aquarium filter is now on."
activate the aquarium filter,"done, aquarium filter is now on."
switch on the phone charger,sure! activating the phone charger.
turn off the door sensor,"okay, deactivating the door sensor."
switch off the curtain,"okay, deactivating the curtain."
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
power on the cctv camera,sure! activating the cctv camera.
activate the dim light,sure! activating the dim light.
turn off the hydroponic farm motor,"done, hydroponic farm motor is off."
disable the curtain,"done, curtain is off."
power on the phone charger,"done, phone charger is now on."
start the door sensor,"done, door sensor is now on."
switch on the refrigerator,sure! activating the refrigerator.
power down the aquarium filter,"okay, deactivating the aquarium filter."
activate the door sensor,okay turning on the door sensor.
turn off the phone charger,turning off the phone charger.
thank you,happy to help!
power on the aquarium filter,"done, aquarium filter is now on."
disable the fan,"okay, deactivating the fan."
stop the refrigerator,turning off the refrigerator.
disable the curtain,"okay, deactivating the curtain."
switch off the cctv camera,"done, cctv camera is off."
stop the aquarium filter,turning off the aquarium filter.
switch off the curtain,turning off the curtain.
stop the phone charger,"okay, deactivating the phone charger."
power on the fan,okay turning on the fan.
disable the aquarium filter,turning off the aquarium filter.
turn off the refrigerator,"okay, deactivating the refrigerator."
disable the phone charger,"done, phone charger is off."
enable the cctv camera,sure! activating the cctv camera.
switch off the phone charger,turning off the phone charger.
turn off the dim light,"okay, deactivating the dim light."
activate the door sensor,sure! activating the door sensor.
deactivate the aquarium filter,"done, aquarium filter is off."
disable the phone charger,"done, phone charger is off."
stop the hydroponic farm motor,"done, hydroponic farm motor is off."
disable the curtain,"done, curtain is off."
power on the cctv camera,okay turning on the cctv camera.
power down the fan,"done, fan is off."
enable the dim light,okay turning on the dim light.
switch off the phone charger,turning off the phone charger.
switch off the phone charger,"done, phone charger is off."
turn off the refrigerator,turning off the refrigerator.
power down the fan,turning off the fan.
activate the door sensor,okay turning on the door sensor.
switch off the curtain,turning off the curtain.
stop the hydroponic farm motor,"done, hydroponic farm motor is off."
enable the phone charger,okay turning on the phone charger.
start the door sensor,"done, door sensor is now on."
turn on the cctv camera,okay turning on the cctv camera.
switch on the dim light,okay turning on the dim light.
enable the cctv camera,"done, cctv camera is now on."
activate the light,"done, light is now on."
power down the cctv camera,turning off the cctv camera.
switch on the dim light,"done, dim light is now on."
switch off the aquarium filter,"okay, deactivating the aquarium filter."
disable the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
power on the phone charger,sure! activating the phone charger.
stop the aquarium filter,turning off the aquarium filter.
turn off the fan,turning off the fan.
switch off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
stop the light,"done, light is off."
turn on the cctv camera,okay turning on the cctv camera.
start the light,"done, light is now on."
stop the phone charger,"okay, deactivating the phone charger."
stop the light,"done, light is off."
power on the dim light,"done, dim light is now on."
switch off the aquarium filter,"done, aquarium filter is off."
stop the aquarium filter,turning off the aquarium filter.
power down the cctv camera,turning off the cctv camera.
deactivate the door sensor,turning off the door sensor.
deactivate the hydroponic farm motor,"done, hydroponic farm motor is off."
activate the hydroponic farm motor,okay turning on the hydroponic farm motor.
activate the aquarium filter,okay turning on the aquarium filter.
disable the dim light,turning off the dim light.
disable the curtain,"done, curtain is off."
disable the light,"done, light is off."
turn on the aquarium filter,okay turning on the aquarium filter.
turn off the door sensor,turning off the door sensor.
switch on the aquarium filter,"done, aquarium filter is now on."
activate the refrigerator,"done, refrigerator is now on."
enable the refrigerator,sure! activating the refrigerator.
activate the phone charger,"done, phone charger is now on."
power down the door sensor,turning off the door sensor.
start the door sensor,"done, door sensor is now on."
activate the light,"done, light is now on."
turn off the light,"done, light is off."
enable the hydroponic farm motor,okay turning on the hydroponic farm motor.
deactivate the light,"done, light is off."
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
switch on the fan,"done, fan is now on."
power on the dim light,okay turning on the dim light.
turn off the cctv camera,"done, cctv camera is off."
turn off the door sensor,turning off the door sensor.
turn off the refrigerator,"done, refrigerator is off."
deactivate the cctv camera,turning off the cctv camera.
power down the curtain,"done, curtain is off."
start the refrigerator,sure! activating the refrigerator.
activate the refrigerator,okay turning on the refrigerator.
power on the fan,"done, fan is now on."
start the cctv camera,okay turning on the cctv camera.
start the aquarium filter,sure! activating the aquarium filter.
start the dim light,"done, dim light is now on."
stop the curtain,"okay, deactivating the curtain."
stop the curtain,"done, curtain is off."
turn on the hydroponic farm motor,sure! activating the hydroponic farm motor.
switch on the curtain,"done, curtain is now on."
switch off the aquarium filter,"done, aquarium filter is off."
power on the cctv camera,okay turning on the cctv camera.
turn on the aquarium filter,okay turning on the aquarium filter.
power down the refrigerator,"done, refrigerator is off."
power on the door sensor,"done, door sensor is now on."
power on the refrigerator,sure! activating the refrigerator.
power on the dim light,"done, dim light is now on."
enable the hydroponic farm motor,sure! activating the hydroponic farm motor.
turn off the dim light,"done, dim light is off."
deactivate the curtain,"okay, deactivating the curtain."
switch on the cctv camera,"done, cctv camera is now on."
power down the door sensor,turning off the door sensor.
turn off the light,"done, light is off."
switch on the hydroponic farm motor,"done, hydroponic farm motor is now on."
activate the hydroponic farm motor,okay turning on the hydroponic farm motor.
switch on the phone charger,okay turning on the phone charger.
stop the door sensor,"done, door sensor is off."
disable the door sensor,turning off the door sensor.
switch on the door sensor,"done, door sensor is now on."
start the curtain,"done, curtain is now on."
start the door sensor,"done, door sensor is now on."
activate the phone charger,"done, phone charger is now on."
thank you,you’re welcome!
deactivate the light,"okay, deactivating the light."
stop the cctv camera,"done, cctv camera is off."
switch on the light,okay turning on the light.
turn on the door sensor,"done, door sensor is now on."
activate the dim light,okay turning on the dim light.
disable the dim light,"done, dim light is off."
switch on the hydroponic farm motor,okay turning on the hydroponic farm motor.
enable the phone charger,sure! activating the phone charger.
stop the dim light,"okay, deactivating the dim light."
switch on the cctv camera,sure! activating the cctv camera.
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
activate the fan,sure! activating the fan.
turn on the phone charger,okay turning on the phone charger.
switch on the fan,sure! activating the fan.
activate the phone charger,"done, phone charger is now on."
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
turn off the cctv camera,"okay, deactivating the cctv camera."
disable the door sensor,"okay, deactivating the door sensor."
turn on the curtain,sure! activating the curtain.
power on the light,"done, light is now on."
activate the fan,sure! activating the fan.
activate the light,"done, light is now on."
start the door sensor,sure! activating the door sensor.
stop the refrigerator,turning off the refrigerator.
enable the phone charger,okay turning on the phone charger.
power on the phone charger,sure! activating the phone charger.
stop the aquarium filter,"okay, deactivating the aquarium filter."
deactivate the dim light,"okay, deactivating the dim light."
disable the light,"okay, deactivating the light."
switch on the cctv camera,sure! activating the cctv camera.
turn on the door sensor,okay turning on the door sensor.
switch off the refrigerator,"okay, deactivating the refrigerator."
activate the fan,sure! activating the fan.
switch off the phone charger,turning off the phone charger.
power down the cctv camera,"done, cctv camera is off."
switch on the refrigerator,okay turning on the refrigerator.
start the cctv camera,okay turning on the cctv camera.
enable the fan,"done, fan is now on."
deactivate the curtain,turning off the curtain.
stop the phone charger,"done, phone charger is off."
stop the door sensor,turning off the door sensor.
disable the door sensor,"done, door sensor is off."
power down the fan,turning off the fan.
switch on the curtain,"done, curtain is now on."
disable the curtain,turning off the curtain.
switch on the light,"done, light is now on."
disable the light,turning off the light.
power on the cctv camera,"done, cctv camera is now on."
switch on the dim light,"done, dim light is now on."
deactivate the light,"done, light is off."
power down the fan,"done, fan is off."
disable the door sensor,"okay, deactivating the door sensor."
disable the curtain,"done, curtain is off."
switch off the light,"done, light is off."
turn on the light,sure! activating the light.
enable the aquarium filter,sure! activating the aquarium filter.
start the curtain,"done, curtain is now on."
enable the aquarium filter,"done, aquarium filter is now on."
power down the dim light,turning off the dim light.
start the phone charger,"done, phone charger is now on."
power down the aquarium filter,turning off the aquarium filter.
power down the hydroponic farm motor,"done, hydroponic farm motor is off."
enable the refrigerator,okay turning on the refrigerator.
switch on the phone charger,okay turning on the phone charger.
activate the curtain,okay turning on the curtain.
enable the dim light,sure! activating the dim light.
activate the hydroponic farm motor,okay turning on the hydroponic farm motor.
enable the phone charger,okay turning on the phone charger.
power down the cctv camera,"okay, deactivating the cctv camera."
switch on the aquarium filter,okay turning on the aquarium filter.
turn off the phone charger,"okay, deactivating the phone charger."
enable the fan,"done, fan is now on."
start the phone charger,sure! activating the phone charger.
enable the refrigerator,okay turning on the refrigerator.
power down the refrigerator,"done, refrigerator is off."
stop the aquarium filter,turning off the aquarium filter.
enable the phone charger,"done, phone charger is now on."
turn on the phone charger,okay turning on the phone charger.
turn off the cctv camera,turning off the cctv camera.
turn on the dim light,"done, dim light is now on."
disable the cctv camera,"done, cctv camera is off."
enable the door sensor,okay turning on the door sensor.
start the cctv camera,"done, cctv camera is now on."
power on the aquarium filter,"done, aquarium filter is now on."
power down the curtain,"okay, deactivating the curtain."
switch on the light,okay turning on the light.
start the hydroponic farm motor,okay turning on the hydroponic farm motor.
turn off the fan,"done, fan is off."
enable the hydroponic farm motor,okay turning on the hydroponic farm motor.
power on the aquarium filter,okay turning on the aquarium filter.
switch off the phone charger,"done, phone charger is off."
enable the dim light,okay turning on the dim light.
activate the refrigerator,okay turning on the refrigerator.
turn off the fan,"done, fan is off."
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
disable the dim light,turning off the dim light.
stop the phone charger,"done, phone charger is off."
deactivate the phone charger,turning off the phone charger.
deactivate the door sensor,turning off the door sensor.
activate the door sensor,"done, door sensor is now on."
turn on the light,okay turning on the light.
switch off the fan,"okay, deactivating the fan."
activate the refrigerator,okay turning on the refrigerator.
switch off the door sensor,"okay, deactivating the door sensor."
turn off the fan,"done, fan is off."
disable the hydroponic farm motor,turning off the hydroponic farm motor.
how’s the door sensor,the door sensor is currently on.
turn off the phone charger,"okay, deactivating the phone charger."
start the light,okay turning on the light.
switch on the cctv camera,sure! activating the cctv camera.
deactivate the aquarium filter,turning off the aquarium filter.
switch on the cctv camera,okay turning on the cctv camera.
deactivate the curtain,"okay, deactivating the curtain."
enable the hydroponic farm motor,sure! activating the hydroponic farm motor.
switch on the curtain,okay turning on the curtain.
disable the dim light,turning off the dim light.
power down the light,"done, light is off."
turn on the curtain,sure! activating the curtain.
deactivate the cctv camera,"done, cctv camera is off."
disable the aquarium filter,turning off the aquarium filter.
deactivate the aquarium filter,"okay, deactivating the aquarium filter."
switch off the cctv camera,"okay, deactivating the cctv camera."
deactivate the phone charger,turning off the phone charger.
stop the aquarium filter,"done, aquarium filter is off."
switch off the dim light,"okay, deactivating the dim light."
turn on the dim light,okay turning on the dim light.
power on the curtain,sure! activating the curtain.
power on the cctv camera,sure! activating the cctv camera.
power down the phone charger,"okay, deactivating the phone charger."
power on the light,sure! activating the light.
turn on the curtain,okay turning on the curtain.
switch on the door sensor,sure! activating the door sensor.
switch on the cctv camera,"done, cctv camera is now on."
stop the fan,"done, fan is off."
stop the door sensor,"okay, deactivating the door sensor."
activate the door sensor,"done, door sensor is now on."
activate the fan,okay turning on the fan.
stop the fan,"okay, deactivating the fan."
turn off the aquarium filter,"done, aquarium filter is off."
turn on the cctv camera,sure! activating the cctv camera.
switch on the fan,sure! activating the fan.
power on the aquarium filter,okay turning on the aquarium filter.
enable the fan,okay turning on the fan.
enable the refrigerator,"done, refrigerator is now on."
activate the hydroponic farm motor,okay turning on the hydroponic farm motor.
switch off the curtain,"okay, deactivating the curtain."
turn on the hydroponic farm motor,sure! activating the hydroponic farm motor.
turn off the curtain,"okay, deactivating the curtain."
stop the door sensor,"done, door sensor is off."
deactivate the hydroponic farm motor,turning off the hydroponic farm motor.
turn on the light,"done, light is now on."
enable the dim light,okay turning on the dim light.
start the refrigerator,"done, refrigerator is now on."
enable the phone charger,sure! activating the phone charger.
turn off the light,"done, light is off."
activate the dim light,sure! activating the dim light.
turn off the aquarium filter,"done, aquarium filter is off."
power on the dim light,okay turning on the dim light.
stop the curtain,"okay, deactivating the curtain."
power down the cctv camera,"okay, deactivating the cctv camera."
deactivate the refrigerator,"okay, deactivating the refrigerator."
activate the fan,okay turning on the fan.
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
deactivate the dim light,"done, dim light is off."
power on the aquarium filter,sure! activating the aquarium filter.
power on the door sensor,okay turning on the door sensor.
turn on the light,sure! activating the light.
deactivate the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
enable the door sensor,sure! activating the door sensor.
turn on the door sensor,"done, door sensor is now on."
power on the door sensor,okay turning on the door sensor.
deactivate the fan,"okay, deactivating the fan."
power on the door sensor,"done, door sensor is now on."
switch off the fan,"okay, deactivating the fan."
start the hydroponic farm motor,okay turning on the hydroponic farm motor.
deactivate the curtain,"done, curtain is off."
start the curtain,"done, curtain is now on."
disable the curtain,turning off the curtain.
enable the dim light,sure! activating the dim light.
turn off the phone charger,"done, phone charger is off."
power down the refrigerator,"okay, deactivating the refrigerator."
stop the light,"okay, deactivating the light."
deactivate the fan,turning off the fan.
enable the curtain,sure! activating the curtain.
stop the dim light,turning off the dim light.
turn on the fan,okay turning on the fan.
enable the hydroponic farm motor,"done, hydroponic farm motor is now on."
enable the curtain,"done, curtain is now on."
stop the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
turn off the door sensor,"done, door sensor is off."
power on the aquarium filter,sure! activating the aquarium filter.
power on the fan,okay turning on the fan.
turn on the door sensor,"done, door sensor is now on."
power on the dim light,okay turning on the dim light.
start the fan,okay turning on the fan.
turn on the aquarium filter,sure! activating the aquarium filter.
power on the cctv camera,sure! activating the cctv camera.
power on the phone charger,"done, phone charger is now on."
turn off the curtain,"done, curtain is off."
disable the light,"okay, deactivating the light."
switch on the cctv camera,sure! activating the cctv camera.
turn off the phone charger,"okay, deactivating the phone charger."
turn off the fan,"okay, deactivating the fan."
disable the aquarium filter,"done, aquarium filter is off."
turn off the phone charger,"okay, deactivating the phone charger."
deactivate the light,turning off the light.
deactivate the fan,turning off the fan.
deactivate the fan,"okay, deactivating the fan."
stop the light,"okay, deactivating the light."
start the light,okay turning on the light.
power down the curtain,"okay, deactivating the curtain."
switch on the light,okay turning on the light.
thanks,happy to help!
turn off the fan,"done, fan is off."
power down the dim light,"done, dim light is off."
turn on the light,"done, light is now on."
disable the cctv camera,"okay, deactivating the cctv camera."
disable the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
start the light,"done, light is now on."
power on the hydroponic farm motor,okay turning on the hydroponic farm motor.
deactivate the light,"done, light is off."
enable the refrigerator,sure! activating the refrigerator.
enable the door sensor,okay turning on the door sensor.
switch on the aquarium filter,okay turning on the aquarium filter.
deactivate the aquarium filter,"okay, deactivating the aquarium filter."
disable the phone charger,"done, phone charger is off."
enable the fan,sure! activating the fan.
start the door sensor,"done, door sensor is now on."
disable the dim light,turning off the dim light.
switch off the door sensor,"done, door sensor is off."
activate the phone charger,"done, phone charger is now on."
turn on the cctv camera,sure! activating the cctv camera.
switch on the door sensor,"done, door sensor is now on."
deactivate the dim light,"done, dim light is off."
power down the door sensor,"okay, deactivating the door sensor."
disable the aquarium filter,"done, aquarium filter is off."
deactivate the cctv camera,"done, cctv camera is off."
switch on the aquarium filter,"done, aquarium filter is now on."
deactivate the phone charger,turning off the phone charger.
activate the refrigerator,okay turning on the refrigerator.
enable the phone charger,sure! activating the phone charger.
switch off the light,"done, light is off."
stop the fan,"done, fan is off."
disable the phone charger,"okay, deactivating the phone charger."
disable the dim light,"done, dim light is off."
stop the cctv camera,"done, cctv camera is off."
switch on the aquarium filter,"done, aquarium filter is now on."
start the door sensor,okay turning on the door sensor.
turn on the refrigerator,"done, refrigerator is now on."
switch off the fan,"done, fan is off."
turn off the hydroponic farm motor,"done, hydroponic farm motor is off."
power on the curtain,sure! activating the curtain.
power down the door sensor,turning off the door sensor.
turn on the dim light,"done, dim light is now on."
stop the fan,turning off the fan.
power on the cctv camera,"done, cctv camera is now on."
switch off the hydroponic farm motor,"done, hydroponic farm motor is off."
disable the door sensor,"done, door sensor is off."
power down the dim light,"done, dim light is off."
deactivate the curtain,"okay, deactivating the curtain."
switch on the curtain,sure! activating the curtain.
stop the phone charger,"okay, deactivating the phone charger."
turn on the dim light,okay turning on the dim light.
activate the refrigerator,sure! activating the refrigerator.
turn on the refrigerator,"done, refrigerator is now on."
power down the door sensor,turning off the door sensor.
turn off the light,"okay, deactivating the light."
power on the aquarium filter,"done, aquarium filter is now on."
switch on the door sensor,"done, door sensor is now on."
disable the phone charger,"okay, deactivating the phone charger."
catch you later,talk later!
switch off the dim light,"okay, deactivating the dim light."
stop the aquarium filter,"done, aquarium filter is off."
switch on the fan,"done, fan is now on."
power down the refrigerator,"okay, deactivating the refrigerator."
activate the cctv camera,okay turning on the cctv camera.
deactivate the cctv camera,turning off the cctv camera.
turn off the dim light,turning off the dim light.
stop the dim light,"okay, deactivating the dim light."
turn on the dim light,sure! activating the dim light.
deactivate the phone charger,"done, phone charger is off."
stop the hydroponic farm motor,turning off the hydroponic farm motor.
power down the cctv camera,"okay, deactivating the cctv camera."
start the fan,okay turning on the fan.
start the curtain,okay turning on the curtain.
deactivate the aquarium filter,"okay, deactivating the aquarium filter."
deactivate the light,"okay, deactivating the light."
power down the cctv camera,turning off the cctv camera.
switch off the refrigerator,"done, refrigerator is off."
deactivate the door sensor,"okay, deactivating the door sensor."
activate the dim light,sure! activating the dim light.
activate the phone charger,okay turning on the phone charger.
switch on the light,okay turning on the light.
deactivate the curtain,turning off the curtain.
stop the cctv camera,turning off the cctv camera.
enable the hydroponic farm motor,sure! activating the hydroponic farm motor.
power down the hydroponic farm motor,turning off the hydroponic farm motor.
enable the light,okay turning on the light.
activate the curtain,sure! activating the curtain.
switch off the curtain,"done, curtain is off."
disable the phone charger,"okay, deactivating the phone charger."
turn on the hydroponic farm motor,"done, hydroponic farm motor is now on."
enable the door sensor,"done, door sensor is now on."
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
deactivate the door sensor,"okay, deactivating the door sensor."
switch on the refrigerator,okay turning on the refrigerator.
disable the dim light,"okay, deactivating the dim light."
power down the hydroponic farm motor,turning off the hydroponic farm motor.
activate the dim light,sure! activating the dim light.
turn off the door sensor,turning off the door sensor.
activate the refrigerator,sure! activating the refrigerator.
deactivate the curtain,"done, curtain is off."
disable the door sensor,turning off the door sensor.
stop the cctv camera,turning off the cctv camera.
activate the hydroponic farm motor,sure! activating the hydroponic farm motor.
switch on the dim light,okay turning on the dim light.
turn on the phone charger,okay turning on the phone charger.
stop the light,"okay, deactivating the light."
disable the door sensor,"done, door sensor is off."
deactivate the curtain,turning off the curtain.
turn on the refrigerator,okay turning on the refrigerator.
enable the fan,"done, fan is now on."
start the cctv camera,"done, cctv camera is now on."
deactivate the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
activate the door sensor,okay turning on the door sensor.
switch off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
power down the door sensor,"done, door sensor is off."
enable the dim light,sure! activating the dim light.
disable the aquarium filter,turning off the aquarium filter.
switch off the dim light,turning off the dim light.
deactivate the refrigerator,"okay, deactivating the refrigerator."
enable the light,okay turning on the light.
deactivate the door sensor,"okay, deactivating the door sensor."
turn off the phone charger,"done, phone charger is off."
turn off the refrigerator,"okay, deactivating the refrigerator."
disable the dim light,"okay, deactivating the dim light."
stop the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
power down the curtain,"okay, deactivating the curtain."
power down the cctv camera,"okay, deactivating the cctv camera."
deactivate the hydroponic farm motor,"done, hydroponic farm motor is off."
activate the light,okay turning on the light.
power down the cctv camera,"done, cctv camera is off."
turn off the curtain,turning off the curtain.
power down the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
stop the fan,"okay, deactivating the fan."
power down the cctv camera,"okay, deactivating the cctv camera."
deactivate the fan,turning off the fan.
stop the light,"done, light is off."
deactivate the hydroponic farm motor,turning off the hydroponic farm motor.
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
switch on the cctv camera,okay turning on the cctv camera.
power down the refrigerator,"done, refrigerator is off."
switch on the aquarium filter,sure! activating the aquarium filter.
enable the dim light,okay turning on the dim light.
activate the cctv camera,"done, cctv camera is now on."
switch off the door sensor,"okay, deactivating the door sensor."
disable the fan,"done, fan is off."
switch on the hydroponic farm motor,okay turning on the hydroponic farm motor.
power down the phone charger,turning off the phone charger.
disable the fan,"okay, deactivating the fan."
switch on the curtain,"done, curtain is now on."
enable the light,sure! activating the light.
switch off the dim light,"done, dim light is off."
switch on the hydroponic farm motor,sure! activating the hydroponic farm motor.
power down the refrigerator,turning off the refrigerator.
power on the phone charger,sure! activating the phone charger.
switch on the dim light,okay turning on the dim light.
stop the fan,"done, fan is off."
power on the hydroponic farm motor,okay turning on the hydroponic farm motor.
disable the door sensor,turning off the door sensor.
switch off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
stop the phone charger,"done, phone charger is off."
disable the cctv camera,"okay, deactivating the cctv camera."
turn off the fan,"done, fan is off."
disable the cctv camera,"done, cctv camera is off."
enable the light,okay turning on the light.
deactivate the light,turning off the light.
enable the refrigerator,sure! activating the refrigerator.
deactivate the light,"done, light is off."
stop the phone charger,turning off the phone charger.
power on the curtain,okay turning on the curtain.
deactivate the curtain,turning off the curtain.
switch on the fan,sure! activating the fan.
switch on the refrigerator,sure! activating the refrigerator.
power on the curtain,"done, curtain is now on."
power down the dim light,"done, dim light is off."
power on the aquarium filter,okay turning on the aquarium filter.
turn off the refrigerator,turning off the refrigerator.
power on the light,okay turning on the light.
hi,nice to see you!
switch on the door sensor,okay turning on the door sensor.
turn on the light,sure! activating the light.
turn on the door sensor,"done, door sensor is now on."
switch off the aquarium filter,turning off the aquarium filter.
turn on the door sensor,"done, door sensor is now on."
activate the hydroponic farm motor,okay turning on the hydroponic farm motor.
enable the light,okay turning on the light.
power on the dim light,okay turning on the dim light.
deactivate the door sensor,"done, door sensor is off."
disable the dim light,turning off the dim light.
switch on the aquarium filter,okay turning on the aquarium filter.
